"title","writer","pony","dialog"
"Friendship is Magic, part 2","Lauren Faust","Rarity","No. My eyes need a rest from all this icky muck. Well, I didn't mean that literally."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","That ancient ruin could be right in front of our faces and we wouldn't even know it."
"Friendship is Magic, part 2","Lauren Faust","Rarity","I didn't see you there, my apologies."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Right here... guh..."
"Friendship is Magic, part 2","Lauren Faust","Applejack","Oh wait, I think I stepped in somethin'."
"Friendship is Magic, part 2","Lauren Faust","Applejack","It's just mud."
"Friendship is Magic, part 2","Lauren Faust","Applejack","Aah!"
"Friendship is Magic, part 2","Lauren Faust","Everypony","Huh?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Pinkie, what are you doing?! Run!"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","Oh girls, don't you see?"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","When I was a little filly and the sun was going down..."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Tell me she's not..."
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","The darkness and the shadows, they would always make me frown..."
"Friendship is Magic, part 2","Lauren Faust","Rarity","She is."
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","I'd hide under my pillow From what I thought I saw But Granny Pie said that wasn't the way To deal with fears at all"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Then what is?"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","She said, ""Pinkie, you gotta stand up tall Learn to face your fears You'll see that they can't hurt you Just laugh to make them disappear."""
"Friendship is Magic, part 2","Lauren Faust","Others","Ha! Ha! Ha!"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","So, giggle at the ghostly Guffaw at the grossly Crack up at the creepy Whoop it up with the weepy Chortle at the kooky Snortle at the spooky"
"Friendship is Magic, part 2","Lauren Faust","Others","And tell that big dumb scary face to take a hike and leave you alone and if he thinks he can scare you then he's got another thing coming and the very idea of such a thing just makes you wanna... hahahaha... heh..."
"Friendship is Magic, part 2","Lauren Faust","Others","Laaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauuuugh!"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","How are we gonna cross this?"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","Huh?"
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","[sobbing] What a world, what a world."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Excuse me, sir. Why are you crying?"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Oh, give me a break."
"Friendship is Magic, part 2","Lauren Faust","Applejack","That's what all the fuss is about?"
"Friendship is Magic, part 2","Lauren Faust","Rarity","Why, of course it is. How can you be so insensitive? Oh, just look at him. Such lovely luminescent scales."
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","[sniffs] I know."
"Friendship is Magic, part 2","Lauren Faust","Rarity","And your expertly coiffed mane."
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","Oh, I know, I know."
"Friendship is Magic, part 2","Lauren Faust","Rarity","Your fabulous manicure."
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","[gasp] It's so true!"
"Friendship is Magic, part 2","Lauren Faust","Rarity","All ruined without your beautiful mustache."
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","It's true, I'm hideous!"
"Friendship is Magic, part 2","Lauren Faust","Rarity","I simply cannot let such a crime against fabulosity go uncorrected."
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","[yelp] What did you do that for?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Rarity, what are you-"
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","[moans] Oh-hohohoho! My mustache. How wonderful."
"Friendship is Magic, part 2","Lauren Faust","Rarity","You look smashing."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Oh, Rarity, your beautiful tail..."
"Friendship is Magic, part 2","Lauren Faust","Rarity","Oh. It's fine, my dear. Short tails are in this season. Besides, it'll grow back."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","So would the mustache."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","[gasp] We can cross now. Let's go. Ah!"
"Friendship is Magic, part 2","Lauren Faust","Steven Magnet","Allow me."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","There it is, the ruin that holds The Elements of Harmony. We made it!"
"Friendship is Magic, part 2","Lauren Faust","Applejack","Twilight, wait for us!"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","We're almost there. Whoa!"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","What's with you and falling off cliffs today?"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","[sighs] Now what?"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Duh."
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","Oh yeah."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","Rainbow..."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Who's there?"
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","Rainbow..."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","I ain't scared of you! Show yourself!"
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","We've been eagerly awaiting the arrival of the best flyer in Equestria."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Who?"
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","Why, you, of course."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Really?! I mean... Oh yeah, me. Hey, uh, you wouldn't mind telling the Wonderbolts that, would ya? 'cause I've been trying to get into that group for like, ever."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","No, Rainbow Dash. We want you to join us, The Shadowbolts. We're the greatest aerial team in the Everfree Forest, and soon we will be the greatest in all Equestria, but first, we need a captain. The most magnificent-"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Yep."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","Swiftest-"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Yes."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","Bravest flyer in all the land."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Yes, [chuckle] it's all true."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","We need... you."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","WOOHOO! Sign me up. Just let me tie this bridge real quick and then we have a deal."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","No! It's them or us."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Rainbow, what's taking so long? Oh no. Rainbow! Don't listen to them."
"Friendship is Magic, part 2","Lauren Faust","Shadowbolt Leader","Well?"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","You... Thank you! For the offer, I mean, but I'm afraid I have to say no."
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","See? I'd never leave my friends hangin'."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Whoa."
"Friendship is Magic, part 2","Lauren Faust","Applejack","Come on, Twilight. Isn't this what you've been waitin' for?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","The Elements of Harmony, we've found them. Careful, careful!"
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","One, two, three, four... There's only five!"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Where's the sixth?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","The book said: when the five are present, a spark will cause the sixth Element to be revealed."
"Friendship is Magic, part 2","Lauren Faust","Applejack","What in the hay is that supposed to mean?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","I'm not sure, but I have an idea. Stand back. I don't know what will happen."
"Friendship is Magic, part 2","Lauren Faust","Applejack","Come on now, y'all. She needs to concentrate."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Aah!"
"Friendship is Magic, part 2","Lauren Faust","Everypony","Twilight!"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","The Elements!"
"Friendship is Magic, part 2","Lauren Faust","Applejack","Twilight, where are you?"
"Friendship is Magic, part 2","Lauren Faust","Rarity","Look!"
"Friendship is Magic, part 2","Lauren Faust","Applejack","Come on!"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","[gasp] Hmph!"
"Friendship is Magic, part 2","Lauren Faust","Nightmare Moon","You're kidding. You're kidding, right?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","[groan] Just one spark. Come on, come on. Aah!"
"Friendship is Magic, part 2","Lauren Faust","Nightmare Moon","No, no!"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","[gasp] But... where's the sixth Element?!"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","[gasp] You think you can destroy The Elements of Harmony just like that? Well, you're wrong, because the spirits of The Elements of Harmony are right here."
"Friendship is Magic, part 2","Lauren Faust","Nightmare Moon","What?"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","Applejack, who reassured me when I was in doubt, represents the spirit of... honesty! Fluttershy, who tamed the manticore with her compassion, represents the spirit of... kindness! Pinkie Pie, who banished fear by giggling in the face of danger, represents the spirit of... laughter! Rarity, who calmed a sorrowful serpent with a meaningful gift represents the spirit of... generosity! And Rainbow Dash, who could not abandon her friends for her own heart's desire represents the spirit of... loyalty! The spirits of these five ponies got us through every challenge you threw at us."
"Friendship is Magic, part 2","Lauren Faust","Nightmare Moon","You still don't have the sixth Element! The spark didn't work!"
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","But it did! A different kind of spark. I felt it the very moment I realized how happy I was to hear you, to see you, how much I cared about you. The spark ignited inside me when I realized that you all... are my friends! You see, Nightmare Moon, when those Elements are ignited by the... the spark, that resides in the heart of us all, it creates the sixth element: the element of... magic!"
"Friendship is Magic, part 2","Lauren Faust","Nightmare Moon","Nooo! Nooo!"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Ugh, my head."
"Friendship is Magic, part 2","Lauren Faust","Applejack","Everypony okay?"
"Friendship is Magic, part 2","Lauren Faust","Rarity","Oh, thank goodness."
"Friendship is Magic, part 2","Lauren Faust","Fluttershy","Why Rarity, it's so lovely."
"Friendship is Magic, part 2","Lauren Faust","Rarity","I know! I'll never part with it again."
"Friendship is Magic, part 2","Lauren Faust","Fluttershy","No. Your necklace. It looks just like your cutie mark."
"Friendship is Magic, part 2","Lauren Faust","Rarity","What? Ooh. So does yours."
"Friendship is Magic, part 2","Lauren Faust","Pinkie Pie","Look at mine! Look at mine!"
"Friendship is Magic, part 2","Lauren Faust","Rainbow Dash","Aw yeah."
"Friendship is Magic, part 2","Lauren Faust","Applejack","Gee, Twilight! I thought you were just spoutin' a lot of hooey, but I reckon we really do represent the elements of friendship."
"Friendship is Magic, part 2","Lauren Faust","Princess Celestia","Indeed you do."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","[gasps] Princess Celestia."
"Friendship is Magic, part 2","Lauren Faust","Princess Celestia","Twilight Sparkle, my faithful student. I knew you could do it."
"Friendship is Magic, part 2","Lauren Faust","Twilight Sparkle","But... you told me it was all an old pony tale."
"Friendship is Magic, part 2","Lauren Faust","Princess Celestia","I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!"
